sample_id,class_id,model_index,original_class_id,source,source_version,signer_id,consent_id,split,raw_path,landmark_path,quality_status,training_status,manual_selectable,risk_tier,source_quality_status,quality_reason,avatar_id,extractor,view,recipe,derived_signer_id,donor_sample_id,target_sample_id
syn_stomachache_location_0070,stomachache,31,,SYNTHETIC,location,syn_ext_turkcell-akademi,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_location_0070.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-location,location,ext_turkcell-akademi,ext_headache_turkcell_akademi_1_web_25fps_p0,ext_headache_turkcell_akademi_1_web_25fps_p0
syn_stomachache_location_0071,stomachache,31,,SYNTHETIC,location,syn_ext_turkcell-akademi,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_location_0071.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-location,location,ext_turkcell-akademi,ext_headache_turkcell_akademi_1_web_25fps_p0,ext_headache_turkcell_akademi_1_web_25fps_p0
syn_stomachache_location_0072,stomachache,31,,SYNTHETIC,location,syn_ext_turkcell-akademi,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_location_0072.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-location,location,ext_turkcell-akademi,ext_headache_turkcell_akademi_1_web_25fps_p0,ext_headache_turkcell_akademi_1_web_25fps_p0
syn_stomachache_handshape_0073,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0073.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-holistic-legacy,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_1_legacy,ext_stomachache_ezgi_tutkun_1_legacy
syn_stomachache_handshape_0074,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0074.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_1_web_10fps_p50,ext_stomachache_ezgi_tutkun_1_legacy
syn_stomachache_handshape_0075,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0075.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_2_web_10fps_p50,ext_stomachache_ezgi_tutkun_1_legacy
syn_stomachache_handshape_0076,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0076.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_2_web_10fps_p50,ext_stomachache_ezgi_tutkun_1_web_10fps_p0
syn_stomachache_handshape_0077,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0077.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_1_web_25fps_p0,ext_stomachache_ezgi_tutkun_1_web_10fps_p0
syn_stomachache_handshape_0078,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0078.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_1_web_10fps_p0,ext_stomachache_ezgi_tutkun_1_web_10fps_p0
syn_stomachache_handshape_0079,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0079.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_1_web_10fps_p0,ext_stomachache_ezgi_tutkun_1_web_10fps_p50
syn_stomachache_handshape_0080,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0080.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-holistic-legacy,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_1_legacy,ext_stomachache_ezgi_tutkun_1_web_10fps_p50
syn_stomachache_handshape_0081,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0081.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_1_web_25fps_p0,ext_stomachache_ezgi_tutkun_1_web_10fps_p50
syn_stomachache_handshape_0082,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0082.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-holistic-legacy,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_2_legacy,ext_stomachache_ezgi_tutkun_1_web_25fps_p0
syn_stomachache_handshape_0083,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0083.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_1_web_10fps_p50,ext_stomachache_ezgi_tutkun_1_web_25fps_p0
syn_stomachache_handshape_0084,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0084.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-holistic-legacy,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_1_legacy,ext_stomachache_ezgi_tutkun_1_web_25fps_p0
syn_stomachache_handshape_0085,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0085.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-holistic-legacy,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_2_legacy,ext_stomachache_spreadthesign_1_legacy
syn_stomachache_handshape_0086,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0086.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_2_web_10fps_p50,ext_stomachache_spreadthesign_1_legacy
syn_stomachache_handshape_0087,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0087.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-holistic-legacy,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_1_legacy,ext_stomachache_spreadthesign_1_legacy
syn_stomachache_handshape_0088,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0088.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-holistic-legacy,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_1_legacy,ext_stomachache_spreadthesign_1_web_10fps_p0
syn_stomachache_handshape_0089,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0089.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_1_web_10fps_p50,ext_stomachache_spreadthesign_1_web_10fps_p0
syn_stomachache_handshape_0090,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0090.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_2_web_10fps_p50,ext_stomachache_spreadthesign_1_web_10fps_p0
syn_stomachache_handshape_0091,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0091.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_2_web_10fps_p50,ext_stomachache_spreadthesign_1_web_10fps_p50
syn_stomachache_handshape_0092,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0092.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-holistic-legacy,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_2_legacy,ext_stomachache_spreadthesign_1_web_10fps_p50
syn_stomachache_handshape_0093,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0093.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_1_web_10fps_p0,ext_stomachache_spreadthesign_1_web_10fps_p50
syn_stomachache_handshape_0094,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0094.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-holistic-legacy,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_2_legacy,ext_stomachache_spreadthesign_1_web_25fps_p0
syn_stomachache_handshape_0095,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0095.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_1_web_25fps_p0,ext_stomachache_spreadthesign_1_web_25fps_p0
syn_stomachache_handshape_0096,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0096.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_emrah-uresin,ext_shortness_of_breath_emrah_uresin_1_web_10fps_p0,ext_stomachache_spreadthesign_1_web_25fps_p0
syn_stomachache_handshape_0097,stomachache,31,,SYNTHETIC,handshape,syn_meb_official_01,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0097.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-holistic-legacy,synthetic-handshape,handshape,meb_official_01,meb_kalp_krizi_health01,ext_stomachache_ezgi_tutkun_1_legacy
syn_stomachache_handshape_0098,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0098.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_emrah-uresin,ext_heart_attack_emrah_uresin_1_web_10fps_p0,ext_stomachache_ezgi_tutkun_1_legacy
syn_stomachache_handshape_0099,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0099.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-holistic-legacy,synthetic-handshape,handshape,ext_emrah-uresin,ext_heart_attack_emrah_uresin_1_legacy,ext_stomachache_ezgi_tutkun_1_legacy
syn_stomachache_handshape_0100,stomachache,31,,SYNTHETIC,handshape,syn_ext_sozluk-a,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0100.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_sozluk-a,ext_heart_attack_sozluk_a_1_web_10fps_p0,ext_stomachache_ezgi_tutkun_1_web_10fps_p0
syn_stomachache_handshape_0101,stomachache,31,,SYNTHETIC,handshape,syn_ext_sozluk-a,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0101.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_sozluk-a,ext_heart_attack_sozluk_a_2_web_25fps_p0,ext_stomachache_ezgi_tutkun_1_web_10fps_p0
syn_stomachache_handshape_0102,stomachache,31,,SYNTHETIC,handshape,syn_meb_official_01,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0102.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,meb_official_01,meb_kalp_krizi_web_25fps_p0,ext_stomachache_ezgi_tutkun_1_web_10fps_p0
syn_stomachache_handshape_0103,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0103.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-holistic-legacy,synthetic-handshape,handshape,ext_emrah-uresin,ext_heart_attack_emrah_uresin_1_legacy,ext_stomachache_ezgi_tutkun_1_web_10fps_p50
syn_stomachache_handshape_0104,stomachache,31,,SYNTHETIC,handshape,syn_meb_official_01,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0104.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,meb_official_01,meb_kalp_krizi_web_10fps_p0,ext_stomachache_ezgi_tutkun_1_web_10fps_p50
syn_stomachache_handshape_0105,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0105.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_emrah-uresin,ext_heart_attack_emrah_uresin_1_web_10fps_p0,ext_stomachache_ezgi_tutkun_1_web_10fps_p50
syn_stomachache_handshape_0106,stomachache,31,,SYNTHETIC,handshape,syn_ext_ahmet-tombul,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0106.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-holistic-legacy,synthetic-handshape,handshape,ext_ahmet-tombul,ext_heart_attack_ahmet_tombul_1_legacy,ext_stomachache_ezgi_tutkun_1_web_25fps_p0
syn_stomachache_handshape_0107,stomachache,31,,SYNTHETIC,handshape,syn_ext_sozluk-a,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0107.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-holistic-legacy,synthetic-handshape,handshape,ext_sozluk-a,ext_heart_attack_sozluk_a_2_legacy,ext_stomachache_ezgi_tutkun_1_web_25fps_p0
syn_stomachache_handshape_0108,stomachache,31,,SYNTHETIC,handshape,syn_ext_ahmet-tombul,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0108.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_ahmet-tombul,ext_heart_attack_ahmet_tombul_1_web_10fps_p0,ext_stomachache_ezgi_tutkun_1_web_25fps_p0
syn_stomachache_handshape_0109,stomachache,31,,SYNTHETIC,handshape,syn_ext_ahmet-tombul,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0109.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_ahmet-tombul,ext_heart_attack_ahmet_tombul_1_web_25fps_p0,ext_stomachache_spreadthesign_1_legacy
syn_stomachache_handshape_0110,stomachache,31,,SYNTHETIC,handshape,syn_ext_emrah-uresin,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0110.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_emrah-uresin,ext_heart_attack_emrah_uresin_1_web_10fps_p0,ext_stomachache_spreadthesign_1_legacy
syn_stomachache_handshape_0111,stomachache,31,,SYNTHETIC,handshape,syn_ext_sozluk-a,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0111.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_sozluk-a,ext_heart_attack_sozluk_a_2_web_10fps_p0,ext_stomachache_spreadthesign_1_legacy
syn_stomachache_handshape_0112,stomachache,31,,SYNTHETIC,handshape,syn_ext_sozluk-a,derived_from_sources,train,,processed/synthetic_health/landmark46-v1/syn_stomachache_handshape_0112.npz,approved,trainable,true,standard,synthetic,synthetic,stomachache,mediapipe-tasks-web,synthetic-handshape,handshape,ext_sozluk-a,ext_heart_attack_sozluk_a_2_web_10fps_p0,ext_stomachache_spreadthesign_1_web_10fps_p0
